11461.910000 0.004215
11464.680000 0.004214
11464.690000 0.005335
11467.460000 0.005334
11470.230000 0.005333
11473.000000 0.005333
11473.010000 0.006454
11475.780000 0.006453
11475.790000 0.007574
11478.560000 0.007573
11481.330000 0.007572
11497.980000 0.010931
11500.750000 0.010930
11500.760000 0.012051
11503.530000 0.012051
11503.540000 0.013172
11506.310000 0.013171
11506.320000 0.014292
11506.320000 0.015413
11509.090000 0.015412
11509.100000 0.016533
11509.110000 0.017654
11511.880000 0.017654
11511.890000 0.018775
11514.660000 0.018774
11514.660000 0.019895
11517.440000 0.019894
11517.440000 0.021015
11520.210000 0.021015
11522.990000 0.021014
11522.990000 0.022135
11536.890000 0.028857
11542.460000 0.033340
11570.320000 0.059117
11570.330000 0.060238
11573.110000 0.062480
11573.120000 0.063601
11575.890000 0.063600
11575.900000 0.064721
11575.900000 0.065842
11578.690000 0.069204
11578.700000 0.070325
11578.720000 0.073689
11578.720000 0.074810
11581.500000 0.074809
11581.510000 0.077051
11581.510000 0.078172
11587.100000 0.084897
11587.160000 0.096108
11589.910000 0.092744
11589.930000 0.096107
11592.700000 0.096106
11592.710000 0.097227
11595.480000 0.097227
11595.490000 0.098348
11598.260000 0.098347
11598.260000 0.099468
11603.950000 0.125251
11603.960000 0.126372
11603.980000 0.130856
11615.230000 0.158880
11615.230000 0.160001
11615.240000 0.161122
11618.030000 0.164485
11620.910000 0.183542
11620.920000 0.185784
11620.930000 0.186906
11620.990000 0.198116
11623.750000 0.196994
11623.770000 0.199237
11626.540000 0.199236
11626.560000 0.202599
11626.570000 0.205962
11626.580000 0.207083
11626.590000 0.208204
11629.310000 0.199235
11629.320000 0.200356
11629.320000 0.201477
11629.420000 0.218293
11629.420000 0.219414
11632.260000 0.230624
11632.270000 0.233988
11632.290000 0.236230
11632.290000 0.237351
11635.180000 0.258651
11635.200000 0.262014
11635.210000 0.264256
11635.220000 0.265377
11638.050000 0.276587
11638.070000 0.278829
11638.070000 0.279950
11638.080000 0.281071
11640.850000 0.281070
11640.920000 0.293402
11640.960000 0.300129
11640.970000 0.302371
11643.740000 0.302370
11646.510000 0.302369
11646.520000 0.303490
11646.710000 0.337123
11646.730000 0.341607
11646.740000 0.343849
11646.750000 0.344970
11646.760000 0.346091
11649.500000 0.341606
11649.580000 0.356180
11649.610000 0.360664
11649.610000 0.361785
11652.390000 0.361785
11652.440000 0.371874
11652.470000 0.377480
11652.490000 0.379722
11652.490000 0.380843
11652.500000 0.381964
11652.620000 0.404386
11655.360000 0.397658
11655.410000 0.406627
11655.430000 0.411111
11655.440000 0.413353
11655.450000 0.414474
11655.490000 0.422322
11658.270000 0.422321
11658.330000 0.434653
11658.370000 0.440258
11658.380000 0.443622
11658.390000 0.444743
11658.400000 0.445864
11661.270000 0.463800
11661.310000 0.470527
11661.310000 0.471648
11661.320000 0.472769
11664.090000 0.472768
11664.150000 0.483979
11664.180000 0.489584
11664.200000 0.492947
11666.970000 0.492946
11667.040000 0.504157
11667.060000 0.508641
11669.830000 0.508641
11669.980000 0.535547
11670.040000 0.545636
11670.040000 0.546757
11672.820000 0.546756
11672.900000 0.561330
11672.930000 0.566936
11672.930000 0.568057
11675.710000 0.568056
11675.770000 0.580388
11675.810000 0.587114
11675.820000 0.588236
11675.820000 0.589357
11678.600000 0.589356
11678.730000 0.612898
11678.790000 0.624109
11678.800000 0.625230
11681.570000 0.625229
11681.630000 0.636440
11681.650000 0.639803
11681.650000 0.640924
11684.430000 0.640924
11684.490000 0.653256
11684.530000 0.658861
11684.530000 0.659982
11684.540000 0.661103
11687.310000 0.661102
11687.380000 0.673434
11687.400000 0.677918
11687.410000 0.679039
11690.180000 0.679039
11690.260000 0.693613
11690.290000 0.698097
11693.060000 0.698096
11693.100000 0.704823
11693.100000 0.705944
11693.110000 0.707065
11695.880000 0.707064
11695.990000 0.726122
11696.040000 0.735091
11698.810000 0.735090
11698.860000 0.744059
11698.880000 0.748543
11701.660000 0.748542
11701.710000 0.758632
11701.720000 0.760874
11704.500000 0.760873
11704.540000 0.768721
11704.560000 0.772084
11704.560000 0.773205
11707.340000 0.773204
11707.390000 0.782173
11707.400000 0.785536
11707.410000 0.786657
11710.180000 0.786656
11710.230000 0.795625
11710.240000 0.797867
11713.020000 0.797866
11713.070000 0.806835
11713.090000 0.811319
11713.100000 0.812440
11713.100000 0.813561
11715.880000 0.813561
11715.890000 0.816924
11715.910000 0.819166
11718.680000 0.819165
11718.720000 0.825892
11718.720000 0.827013
11721.490000 0.827012
11721.530000 0.832617
11721.530000 0.833738
11721.540000 0.834859
11724.310000 0.834859
11724.320000 0.837101
11724.330000 0.838222
11727.100000 0.838221
11727.110000 0.839342
11727.110000 0.840463
11729.880000 0.840463
11729.900000 0.842705
11729.900000 0.843826
11732.680000 0.843825
11732.680000 0.844946
11735.450000 0.844945
11735.460000 0.846066
11738.230000 0.846066
11741.000000 0.846065
11743.780000 0.846064
11746.540000 0.844942
11749.310000 0.843820
11752.070000 0.842698
11752.080000 0.843820
